Time,Force,Stroke
0,0.002145767,0
0.01,0.00222524,0
0.02,0.002543132,3.333333E-05
0.03,0.00222524,6.666667E-05
0.04,0.001589457,0.0001
0.05,0.001033147,0.0001666667
0.06,0.001271566,0.0002666667
0.07,0.00166893,0.0005
0.08,0.001986821,0.0008
0.09,0.002384186,0.0011
0.1,0.002622604,0.001366667
0.11,0.002384186,0.0016
0.12,0.001827876,0.0018
0.13,0.001986821,0.002
0.14,0.00278155,0.002166667
0.15,0.003019969,0.002366667
0.16,0.002145767,0.002533333
0.17,0.001271566,0.002733333
0.18,0.001430511,0.0029
0.19,0.001827876,0.0031
0.2,0.001430511,0.003233333
0.21,0.0003973643,0.0034
0.22,-0.0001589457,0.003566667
0.23,-0.0001589457,0.003733333
0.24,0.0003973643,0.0039
0.25,0.001271566,0.004066667
0.26,0.002543132,0.0042
0.27,0.003019969,0.004366667
0.28,0.002622604,0.0045
0.29,0.002145767,0.004666667
0.3,0.001986821,0.004833333
0.31,0.001986821,0.005033333
0.32,0.00222524,0.0052
0.33,0.002940496,0.005366667
0.34,0.00333786,0.005533333
0.35,0.002622604,0.005666667
0.36,0.001589457,0.005866667
0.37,0.0004768372,0.006033333
0.38,-0.0004768372,0.0062
0.39,-0.0008742015,0.0064
0.4,-0.0003178914,0.006566667
0.41,7.947286E-05,0.006733333
0.42,7.947286E-05,0.0069
0.43,-7.947286E-05,0.007066667
0.44,7.947286E-05,0.007233333
0.45,0.0003973643,0.007366667
0.46,0.0006357829,0.007566667
0.47,0.001033147,0.007733333
0.48,0.001033147,0.007900001
0.49,0.001033147,0.008066666
0.5,0.001271566,0.008233333
0.51,0.001430511,0.0084
0.52,0.001192093,0.008566666
0.53,0.0007947286,0.008733333
0.54,0.0004768372,0.0089
0.55,0.0002384186,0.0091
0.56,-0.0001589457,0.009233333
0.57,-0.0004768372,0.009366667
0.58,-0.0004768372,0.009533334
0.59,-0.0003178914,0.0097
0.6,7.947286E-05,0.0099
0.61,0.0002384186,0.01006667
