Time,Force,Stroke
0,-0.001351039,0
0.01,-0.0009536743,0
0.02,-0.001271566,3.333333E-05
0.03,-0.0009536743,6.666667E-05
0.04,7.947286E-05,0.0001333333
0.05,0.0007947286,0.0002333333
0.06,0.0002384186,0.0006
0.07,-7.947286E-05,0.0009
0.08,0.001430511,0.001133333
0.09,0.003417333,0.001366667
0.1,0.003576279,0.001566667
0.11,0.001827876,0.001766667
0.12,0.0006357829,0.001933333
0.13,0.0007947286,0.002133333
0.14,0.001430511,0.0023
0.15,0.00166893,0.002466667
0.16,0.001192093,0.002633333
0.17,0.0004768372,0.0028
0.18,0.0002384186,0.002966667
0.19,-0.0003178914,0.003166667
0.2,-0.001271566,0.0033
0.21,-0.001271566,0.003466667
0.22,0.0002384186,0.003633333
0.23,0.001430511,0.0038
0.24,0.001033147,0.003933333
0.25,7.947286E-05,0.0041
0.26,-7.947286E-05,0.0043
0.27,-7.947286E-05,0.0045
0.28,-7.947286E-05,0.004666667
0.29,7.947286E-05,0.0048
0.3,0.0002384186,0.004966667
0.31,-0.0003178914,0.005133334
0.32,-0.0009536743,0.0053
0.33,-0.001271566,0.005466667
0.34,-0.0009536743,0.005666667
0.35,-0.0001589457,0.005833333
0.36,0.0006357829,0.005966667
0.37,0.0007947286,0.006133333
0.38,0.0004768372,0.0063
0.39,0.0003973643,0.0065
0.4,0.0007947286,0.006666667
0.41,0.0007947286,0.006833334
0.42,0.0003973643,0.006966667
0.43,-7.947286E-05,0.0071
0.44,-0.0004768372,0.007266667
0.45,-0.001351039,0.007433333
0.46,-0.001748403,0.007633334
0.47,-0.0007152557,0.0078
0.48,0.0008742015,0.007966666
0.49,0.001986821,0.008133333
0.5,0.001827876,0.0083
0.51,0.001033147,0.008466667
0.52,-7.947286E-05,0.008633333
0.53,-0.00055631,0.008833334
0.54,-0.0004768372,0.009000001
0.55,0.0002384186,0.009166666
0.56,0.0008742015,0.009333333
0.57,0.00166893,0.0095
0.58,0.002145767,0.009633333
0.59,0.002384186,0.0098
0.6,0.002384186,0.009966667
0.61,0.00166893,0.01013333
0.62,0.0007947286,0.0103
0.63,0.0002384186,0.01046667
0.64,-7.947286E-05,0.01063333
0.65,-0.0001589457,0.0108
0.66,-0.0001589457,0.01096667
0.67,7.947286E-05,0.01113333
0.68,0.001192093,0.0113
0.69,0.002384186,0.01146667
0.7,0.002145767,0.01163333
0.71,0.0004768372,0.0118
0.72,-0.0004768372,0.012
0.73,-7.947286E-05,0.01216667
0.74,-0.0001589457,0.01233333
0.75,-0.00111262,0.0125
0.76,-0.001748403,0.01266667
0.77,-0.001271566,0.01283333
0.78,-0.0008742015,0.01296667
0.79,-0.001351039,0.01316667
0.8,-0.00166893,0.01333333
0.81,-0.0008742015,0.0135
0.82,0.0003973643,0.01363333
0.83,0.0003973643,0.0138
0.84,-0.00055631,0.01396667
0.85,-0.001271566,0.01413333
0.86,-0.0009536743,0.0143
0.87,-0.0003178914,0.01446667
0.88,-7.947286E-05,0.01466667
0.89,0.0004768372,0.01483333
0.9,0.001271566,0.015
0.91,0.001589457,0.01516667
0.92,0.001033147,0.01533333
0.93,0.0002384186,0.0155
0.94,0.0002384186,0.01563333
0.95,0.0007947286,0.0158
0.96,0.0007947286,0.01596667
0.97,0.0006357829,0.01613333
0.98,0.0008742015,0.0163
0.99,0.001271566,0.0165
1,0.001033147,0.01666667
1.01,-7.947286E-05,0.01683333
1.02,-0.001271566,0.01696667
1.03,-0.001907349,0.01713333
1.04,-0.002304713,0.0173
1.05,-0.002622604,0.01746667
1.06,-0.002463659,0.01763333
1.07,-0.001748403,0.0178
1.08,-0.0007152557,0.01796667
1.09,-0.0001589457,0.01813333
1.1,-7.947286E-05,0.0183
1.11,-7.947286E-05,0.01846667
1.12,7.947286E-05,0.01863333
1.13,0.0007947286,0.01876667
