Time,Force,Stroke
0,0.0007947286,0
0.01,0.00166893,0
0.02,0.001430511,3.333333E-05
0.03,0.0008742015,6.666667E-05
0.04,0.001192093,0.0001
0.05,0.001986821,0.0002
0.06,0.001589457,0.0004666667
0.07,0.001192093,0.0008
0.08,0.001827876,0.001066667
0.09,0.003178914,0.0013
0.1,0.003417333,0.001533333
0.11,0.00222524,0.001766667
0.12,0.001271566,0.001933333
0.13,0.001827876,0.0021
0.14,0.002384186,0.002266667
0.15,0.00166893,0.002433333
0.16,0.0007947286,0.002566667
0.17,0.0006357829,0.002733333
0.18,0.001192093,0.002933333
0.19,0.00166893,0.003133333
0.2,0.001827876,0.0033
0.21,0.001192093,0.003433333
0.22,0.0008742015,0.003633333
0.23,0.001430511,0.0038
0.24,0.001986821,0.003966667
0.25,0.002145767,0.004133333
0.26,0.00166893,0.004266667
0.27,0.001033147,0.004433333
0.28,0.0003973643,0.004633334
0.29,-0.0003178914,0.0048
0.3,-0.0007152557,0.004966667
0.31,-0.0004768372,0.0051
0.32,-7.947286E-05,0.005266667
0.33,7.947286E-05,0.005433334
0.34,0.0002384186,0.0056
0.35,0.0006357829,0.0058
0.36,0.0008742015,0.005966667
0.37,0.0004768372,0.006133333
0.38,7.947286E-05,0.0063
0.39,-0.0007152557,0.006466667
0.4,-0.001509984,0.0066
0.41,-0.00166893,0.006766667
0.42,-0.0009536743,0.006966667
0.43,-7.947286E-05,0.007166667
0.44,-7.947286E-05,0.007266667
0.45,-0.00055631,0.007466667
0.46,-0.0008742015,0.0076
0.47,-0.0003178914,0.007766667
0.48,0.0006357829,0.007933334
0.49,0.0007947286,0.008133333
0.5,-0.0001589457,0.008266667
0.51,-0.0008742015,0.008433334
0.52,-0.0008742015,0.0086
0.53,-0.00111262,0.008766667
0.54,-0.001509984,0.008933334
0.55,-0.0008742015,0.009133333
0.56,0.0006357829,0.009266667
0.57,0.001033147,0.009433334
0.58,-7.947286E-05,0.0096
0.59,-0.0004768372,0.009766667
0.6,0.001033147,0.009933334
0.61,0.00222524,0.01013333
0.62,0.001271566,0.01026667
0.63,-7.947286E-05,0.01043333
0.64,7.947286E-05,0.0106
0.65,0.0006357829,0.01076667
0.66,0.0002384186,0.01096667
0.67,-7.947286E-05,0.01113333
0.68,0.001271566,0.0113
0.69,0.003019969,0.01143333
0.7,0.003417333,0.0116
0.71,0.00222524,0.01176667
0.72,0.001033147,0.01193333
0.73,0.001192093,0.0121
0.74,0.001986821,0.01226667
0.75,0.001827876,0.01243333
0.76,0.001033147,0.01263333
0.77,0.001271566,0.01276667
0.78,0.001827876,0.01293333
0.79,0.001589457,0.0131
0.8,0.0004768372,0.01326667
0.81,-7.947286E-05,0.01343333
0.82,0.0004768372,0.0136
0.83,0.001430511,0.01376667
0.84,0.001827876,0.01393333
0.85,0.002145767,0.01413333
0.86,0.002622604,0.01426667
0.87,0.002543132,0.01443333
0.88,0.001986821,0.0146
0.89,0.001589457,0.01476667
0.9,0.00166893,0.01493333
0.91,0.00166893,0.0151
0.92,0.001192093,0.01526667
0.93,0.0004768372,0.01543333
0.94,0.0006357829,0.0156
0.95,0.0007947286,0.01576667
0.96,0.0007947286,0.01593333
0.97,0.0002384186,0.0161
0.98,-0.0001589457,0.01623333
0.99,-7.947286E-05,0.01643333
1,0.0003973643,0.0166
1.01,0.0003973643,0.01676667
1.02,-7.947286E-05,0.01693333
1.03,-7.947286E-05,0.0171
1.04,0.0004768372,0.01726667
1.05,0.0003973643,0.01743333
1.06,-0.0003178914,0.0176
1.07,-0.0004768372,0.01776667
1.08,0.0004768372,0.01796667
1.09,0.001271566,0.0181
1.1,0.001192093,0.01826667
1.11,0.0004768372,0.01843333
1.12,-7.947286E-05,0.01856667
1.13,-0.00055631,0.01876667
1.14,-0.001271566,0.01893333
1.15,-0.001509984,0.0191
1.16,-0.0009536743,0.01926667
1.17,-0.0003178914,0.01943333
1.18,-7.947286E-05,0.0196
1.19,-7.947286E-05,0.01976667
1.2,7.947286E-05,0.01993333
1.21,0.0007947286,0.0201
1.22,0.001430511,0.02026667
1.23,0.00166893,0.02043333
1.24,0.001192093,0.0206
