Time,Force,Stroke
0,-0.00111262,0
0.01,-0.001271566,3.333333E-05
0.02,-0.00111262,3.333333E-05
0.03,-0.00111262,6.666667E-05
0.04,-0.001271566,0.0001333333
0.05,-0.0009536743,0.0002333333
0.06,-0.0001589457,0.0005666667
0.07,0.0003973643,0.0008666667
0.08,0.0003973643,0.001133333
0.09,-0.0001589457,0.0013
0.1,-0.00055631,0.0015
0.11,-0.0009536743,0.0017
0.12,-0.0009536743,0.0019
0.13,-0.0008742015,0.002066667
0.14,-0.0007152557,0.002266667
0.15,-0.0007152557,0.002466667
0.16,-0.00055631,0.002633333
0.17,-0.0007152557,0.0028
0.18,-0.0008742015,0.002933333
0.19,-0.00111262,0.0031
0.2,-0.001271566,0.0033
0.21,-0.001271566,0.003433333
0.22,-0.001271566,0.0036
0.23,-0.00166893,0.003766667
0.24,-0.002066294,0.003933333
0.25,-0.00222524,0.0041
0.26,-0.002304713,0.004266667
0.27,-0.002304713,0.004433333
0.28,-0.00222524,0.004633334
0.29,-0.00166893,0.0048
0.3,-0.0009536743,0.004933333
0.31,-0.0007152557,0.005066667
0.32,-0.0008742015,0.005266667
0.33,-0.0008742015,0.005466667
0.34,-0.0007152557,0.005633333
0.35,-0.0001589457,0.0058
0.36,0.0004768372,0.005966667
0.37,0.0008742015,0.0061
0.38,0.0006357829,0.006266667
0.39,-7.947286E-05,0.006433333
0.4,-0.0004768372,0.0066
0.41,-0.00055631,0.0068
0.42,-0.0008742015,0.006933333
0.43,-0.001271566,0.0071
0.44,-0.001509984,0.007266667
0.45,-0.0009536743,0.007433333
0.46,-0.00055631,0.0076
0.47,-0.0007152557,0.0078
0.48,-0.0007152557,0.007966666
0.49,-7.947286E-05,0.008133333
0.5,0.001033147,0.0083
0.51,0.001589457,0.008433334
0.52,0.001430511,0.008633333
0.53,0.0004768372,0.0088
0.54,-0.0007152557,0.008966667
0.55,-0.00111262,0.0091
0.56,-0.0008742015,0.009266667
0.57,-0.0004768372,0.009433334
0.58,-0.0004768372,0.0096
0.59,-0.0007152557,0.009766667
0.6,-0.00055631,0.009933334
0.61,0.0003973643,0.01013333
0.62,0.001271566,0.0103
0.63,0.00166893,0.01046667
0.64,0.001430511,0.0106
0.65,0.001271566,0.0108
0.66,0.001271566,0.01096667
0.67,0.001192093,0.0111
0.68,0.0007947286,0.0113
0.69,-7.947286E-05,0.01143333
0.7,-0.0008742015,0.01156667
0.71,-0.001509984,0.01173333
0.72,-0.001509984,0.0119
0.73,-0.00111262,0.0121
0.74,-0.0007152557,0.01226667
0.75,-0.0004768372,0.01246667
0.76,-7.947286E-05,0.01263333
0.77,0.0004768372,0.0128
0.78,0.0003973643,0.01293333
0.79,-0.0003178914,0.0131
0.8,-0.001271566,0.01326667
0.81,-0.001509984,0.01346667
0.82,-0.001271566,0.0136
0.83,-0.0008742015,0.01376667
0.84,-0.0008742015,0.01393333
0.85,-0.001271566,0.01413333
0.86,-0.0009536743,0.0143
0.87,-0.0003178914,0.0145
0.88,0.0004768372,0.01466667
0.89,0.0008742015,0.01483333
0.9,0.0007947286,0.01496667
0.91,0.0003973643,0.01516667
0.92,-0.0001589457,0.0153
0.93,-0.0003178914,0.01543333
0.94,-7.947286E-05,0.0156
0.95,0.0006357829,0.0158
0.96,0.001033147,0.01596667
0.97,0.001271566,0.01613333
0.98,0.00166893,0.0163
0.99,0.001827876,0.01646667
1,0.001033147,0.01663333
1.01,0.0002384186,0.0168
1.02,0.0002384186,0.017
1.03,0.0006357829,0.01713333
1.04,0.0003973643,0.0173
1.05,-0.0007152557,0.01743333
1.06,-0.0009536743,0.0176
1.07,7.947286E-05,0.01776667
1.08,0.001033147,0.01793333
1.09,0.0006357829,0.01813333
1.1,-0.0008742015,0.01833333
1.11,-0.00166893,0.01853333
1.12,-0.001509984,0.01866667
1.13,-0.00111262,0.0188
1.14,-0.0003178914,0.01896667
1.15,0.0003973643,0.0191
1.16,0.0007947286,0.0193
1.17,0.0003973643,0.01946667
1.18,-0.00055631,0.0196
1.19,-0.001509984,0.01976667
1.2,-0.001351039,0.01996667
1.21,-0.00055631,0.02013333
1.22,-0.0001589457,0.0203
1.23,-0.0003178914,0.02043333
1.24,-0.0003178914,0.0206
1.25,-0.0003178914,0.0208
1.26,-0.0003178914,0.02093333
1.27,-0.0001589457,0.0211
1.28,7.947286E-05,0.0213
1.29,7.947286E-05,0.02146667
1.3,-0.00055631,0.02163333
1.31,-0.00166893,0.0218
1.32,-0.001748403,0.0219
1.33,-7.947286E-05,0.02206667
1.34,0.00166893,0.02226667
1.35,0.001986821,0.02243333
1.36,0.0008742015,0.02263333
1.37,-7.947286E-05,0.0228
1.38,-0.0003178914,0.02296667
1.39,-0.0007152557,0.02313333
1.4,-0.001351039,0.0233
1.41,-0.001509984,0.02346667
1.42,-0.0008742015,0.02363333
1.43,-7.947286E-05,0.02376667
1.44,0.0002384186,0.02396667
1.45,-0.0003178914,0.0241
1.46,-0.0007152557,0.02426667
1.47,-0.00111262,0.02443333
1.48,-0.001907349,0.0246
1.49,-0.003019969,0.0248
1.5,-0.002702077,0.02496667
1.51,-0.001509984,0.0251
1.52,-0.0007152557,0.02526667
1.53,-0.0007152557,0.02543333
1.54,-0.0004768372,0.0256
1.55,0.0002384186,0.0258
1.56,0.0004768372,0.02596667
1.57,-7.947286E-05,0.02613333
1.58,-0.0007152557,0.02626667
1.59,-0.0008742015,0.02643333
1.6,-0.0009536743,0.0266
1.61,-0.00166893,0.0268
1.62,-0.002463659,0.02696667
1.63,-0.002622604,0.0271
1.64,-0.001907349,0.02726667
1.65,-0.001271566,0.02746667
1.66,-0.0008742015,0.0276
1.67,-0.0004768372,0.02776667
1.68,0.0002384186,0.02793333
1.69,0.0003973643,0.0281
1.7,-0.0004768372,0.0283
1.71,-0.001271566,0.02846667
1.72,-0.00111262,0.02863333
1.73,-0.0008742015,0.0288
1.74,-0.0007152557,0.02893333
1.75,-0.00055631,0.0291
1.76,-0.00055631,0.02926667
1.77,-0.00111262,0.02943333
1.78,-0.001907349,0.0296
1.79,-0.001907349,0.0298
1.8,-0.0007152557,0.02993333
1.81,0.0006357829,0.03013333
1.82,0.001192093,0.03026667
1.83,0.0007947286,0.03043333
1.84,7.947286E-05,0.03056667
1.85,-0.0001589457,0.03076667
1.86,-0.0001589457,0.03096667
1.87,-7.947286E-05,0.03113333
1.88,-7.947286E-05,0.0313
1.89,-7.947286E-05,0.03143333
1.9,7.947286E-05,0.0316
1.91,0.0006357829,0.03176667
1.92,0.001271566,0.03196667
1.93,0.001271566,0.0321
1.94,0.0003973643,0.03226667
1.95,-0.00055631,0.03243333
1.96,-0.00055631,0.0326
1.97,-0.0003178914,0.03276667
1.98,-0.0007152557,0.03293333
1.99,-0.001351039,0.0331
2,-0.001509984,0.03326667
2.01,-0.00166893,0.03343333
2.02,-0.001351039,0.0336
2.03,-0.00055631,0.03376667
2.04,0.0006357829,0.03393333
2.05,0.001430511,0.0341
2.06,0.001589457,0.03426667
2.07,0.001192093,0.03443334
2.08,0.0004768372,0.0346
2.09,-0.0001589457,0.03476667
2.1,-0.0007152557,0.03493333
2.11,-0.0007152557,0.0351
2.12,-7.947286E-05,0.03526667
2.13,0.0008742015,0.03543333
2.14,0.001271566,0.0356
2.15,0.0007947286,0.03576667
2.16,-7.947286E-05,0.03593333
2.17,-0.0001589457,0.03606667
2.18,0.0002384186,0.03623333
2.19,0.0007947286,0.0364
2.2,0.0006357829,0.0366
2.21,-0.0001589457,0.03676667
2.22,-0.0008742015,0.03693333
2.23,-0.0008742015,0.0371
2.24,-0.0008742015,0.03726667
2.25,-0.00111262,0.03743333
2.26,-0.001748403,0.0376
2.27,-0.002304713,0.03776667
2.28,-0.002304713,0.0379
2.29,-0.00222524,0.03806667
2.3,-0.002304713,0.03823333
2.31,-0.001748403,0.0384
2.32,-0.00055631,0.0386
2.33,0.0006357829,0.03876667
2.34,0.0006357829,0.03893333
2.35,0.0004768372,0.03906667
2.36,0.001033147,0.03926667
2.37,0.001986821,0.03943333
2.38,0.001589457,0.0396
2.39,7.947286E-05,0.03976667
2.4,-0.001271566,0.0399
2.41,-0.00166893,0.04006667
2.42,-0.00166893,0.04026667
2.43,-0.001351039,0.04043333
2.44,-0.0001589457,0.0406
2.45,0.001192093,0.04076667
2.46,0.001033147,0.04093333
2.47,-0.0007152557,0.0411
2.48,-0.002463659,0.04126667
2.49,-0.002861023,0.0414
2.5,-0.002463659,0.0416
2.51,-0.00222524,0.04173333
2.52,-0.001748403,0.0419
2.53,-0.00055631,0.0421
2.54,0.001430511,0.04226667
2.55,0.002145767,0.04246667
2.56,0.001033147,0.04263333
2.57,-0.0004768372,0.0428
2.58,-0.0007152557,0.04296667
2.59,-0.0001589457,0.04313333
2.6,7.947286E-05,0.0433
2.61,0.0003973643,0.0435
2.62,0.0008742015,0.04366667
2.63,0.0006357829,0.0438
2.64,-0.0004768372,0.04396667
2.65,-0.0008742015,0.04416667
2.66,-7.947286E-05,0.04433334
2.67,0.0008742015,0.0445
2.68,0.0008742015,0.04463333
2.69,0.0004768372,0.04476667
2.7,0.0003973643,0.04496667
2.71,0.0006357829,0.04513333
2.72,0.0003973643,0.0453
2.73,-0.00055631,0.04546667
2.74,-0.00055631,0.04563333
2.75,0.0006357829,0.0458
2.76,0.001827876,0.04593333
2.77,0.001589457,0.04613334
2.78,0.0007947286,0.04626667
2.79,0.0007947286,0.04643333
2.8,0.001033147,0.0466
