Time,Force,Stroke
0,0.00222524,0
0.01,0.003019969,3.333333E-05
0.02,0.002384186,3.333333E-05
0.03,0.001271566,6.666667E-05
0.04,0.0006357829,0.0001333333
0.05,0.0007947286,0.0002666667
0.06,0.001033147,0.0006
0.07,0.001033147,0.0009
0.08,0.0008742015,0.001133333
0.09,0.0006357829,0.001366667
0.1,0.0002384186,0.001533333
0.11,-0.00055631,0.001733333
0.12,-0.0008742015,0.0019
0.13,-0.00055631,0.0021
0.14,0.0003973643,0.002266667
0.15,0.001430511,0.002433333
0.16,0.00222524,0.0026
0.17,0.00278155,0.002766667
0.18,0.00278155,0.002933333
0.19,0.002543132,0.0031
0.2,0.002145767,0.003266667
0.21,0.00166893,0.003466667
0.22,0.001827876,0.003633333
0.23,0.001986821,0.0038
0.24,0.001986821,0.003966667
0.25,0.001827876,0.004133333
0.26,0.001986821,0.0043
0.27,0.00222524,0.004466667
0.28,0.001986821,0.0046
0.29,0.001033147,0.0048
0.3,0.0002384186,0.004966667
0.31,0.0004768372,0.005133334
0.32,0.001033147,0.0053
0.33,0.001192093,0.005466667
0.34,0.001271566,0.005633333
0.35,0.00166893,0.0058
0.36,0.00222524,0.005933333
0.37,0.00166893,0.006133333
0.38,0.0008742015,0.0063
0.39,0.0006357829,0.006433333
0.4,0.001192093,0.0066
0.41,0.001430511,0.0068
0.42,0.001271566,0.006966667
0.43,0.00166893,0.007133333
0.44,0.002543132,0.0073
0.45,0.002940496,0.007466667
0.46,0.002384186,0.007633334
0.47,0.001589457,0.0078
0.48,0.00166893,0.007966666
0.49,0.00166893,0.008133333
0.5,0.0007947286,0.008266667
0.51,-0.0001589457,0.008466667
0.52,7.947286E-05,0.008633333
0.53,0.001430511,0.0088
0.54,0.00222524,0.008933334
0.55,0.001827876,0.0091
0.56,0.001192093,0.0093
0.57,0.001271566,0.009433334
0.58,0.002145767,0.009633333
0.59,0.002384186,0.0098
0.6,0.002145767,0.01
0.61,0.001827876,0.01013333
0.62,0.00166893,0.01026667
0.63,0.001033147,0.01043333
0.64,7.947286E-05,0.0106
0.65,0.0002384186,0.0108
0.66,0.001589457,0.01093333
0.67,0.002384186,0.01113333
0.68,0.001986821,0.0113
0.69,0.00166893,0.01146667
0.7,0.002543132,0.01163333
0.71,0.00333786,0.0118
0.72,0.00222524,0.01193333
0.73,0.0002384186,0.0121
0.74,-0.0003178914,0.01226667
0.75,0.0008742015,0.01246667
0.76,0.00222524,0.01263333
0.77,0.002543132,0.0128
0.78,0.002384186,0.013
0.79,0.00222524,0.01313333
0.8,0.00222524,0.0133
0.81,0.00222524,0.01346667
0.82,0.002622604,0.01363333
0.83,0.003178914,0.0138
0.84,0.00333786,0.01393333
0.85,0.002384186,0.0141
0.86,0.001033147,0.0143
0.87,0.0008742015,0.01446667
0.88,0.001827876,0.01466667
0.89,0.00222524,0.01483333
0.9,0.001827876,0.01503333
0.91,0.001430511,0.01516667
0.92,0.002145767,0.01533333
