Time,Force,Stroke
0,-7.947286E-05,0
0.01,0.0003973643,0
0.02,0.0002384186,3.333333E-05
0.03,0.0003973643,6.666667E-05
0.04,0.001033147,0.0001
0.05,0.001589457,0.0001666667
0.06,0.001271566,0.0004666667
0.07,0.0007947286,0.0008333334
0.08,0.0008742015,0.001133333
0.09,0.001589457,0.001333333
0.1,0.001589457,0.0015
0.11,0.0004768372,0.0017
0.12,-0.0004768372,0.0019
0.13,-0.0004768372,0.002066667
0.14,-7.947286E-05,0.002233333
0.15,0.0003973643,0.002433333
0.16,0.0002384186,0.002633333
0.17,-0.0001589457,0.002766667
0.18,-0.0007152557,0.0029
0.19,-0.001271566,0.003066667
0.2,-0.00166893,0.003266667
0.21,-0.001351039,0.003466667
0.22,-0.0003178914,0.0036
0.23,0.0003973643,0.003766667
0.24,0.0002384186,0.003933333
0.25,-0.0001589457,0.0041
0.26,7.947286E-05,0.004266667
0.27,0.0006357829,0.0044
0.28,0.0007947286,0.004566667
0.29,0.001033147,0.004766667
0.3,0.002145767,0.004933333
0.31,0.002940496,0.0051
0.32,0.002543132,0.005266667
0.33,0.001271566,0.005433334
0.34,0.0003973643,0.0056
0.35,-0.0003178914,0.005766667
0.36,-0.0008742015,0.005966667
0.37,-0.00111262,0.0061
0.38,-0.00055631,0.006266667
0.39,0.0003973643,0.006433333
0.4,0.001192093,0.006566667
0.41,0.001033147,0.006733333
0.42,-7.947286E-05,0.0069
0.43,-0.0008742015,0.007066667
0.44,-0.0008742015,0.007266667
0.45,-0.0008742015,0.007433333
0.46,-0.0008742015,0.007633334
0.47,-0.0004768372,0.007766667
0.48,0.0002384186,0.007933334
0.49,0.0004768372,0.0081
0.5,-7.947286E-05,0.008266667
0.51,-0.0001589457,0.008433334
0.52,-0.0001589457,0.008633333
0.53,-0.0004768372,0.008766667
0.54,-0.0007152557,0.008933334
0.55,-0.0004768372,0.009066666
0.56,0.0002384186,0.009233333
0.57,0.0008742015,0.0094
0.58,0.001033147,0.0096
0.59,0.0007947286,0.009766667
0.6,0.0002384186,0.009933334
0.61,-0.0001589457,0.0101
0.62,-0.0004768372,0.0103
0.63,-0.0003178914,0.01046667
0.64,7.947286E-05,0.01063333
0.65,0.0002384186,0.0108
0.66,7.947286E-05,0.01096667
0.67,-0.0001589457,0.0111
0.68,-0.0007152557,0.01126667
0.69,-0.0009536743,0.01143333
0.7,-0.0008742015,0.01163333
0.71,7.947286E-05,0.0118
0.72,0.001033147,0.01196667
0.73,0.001192093,0.01213333
0.74,7.947286E-05,0.0123
0.75,-0.0007152557,0.01246667
0.76,-0.0004768372,0.01263333
0.77,0.0004768372,0.01276667
0.78,0.0003973643,0.01293333
0.79,-0.0001589457,0.0131
0.8,7.947286E-05,0.0133
0.81,0.0008742015,0.01343333
0.82,0.0004768372,0.0136
0.83,-0.0008742015,0.0138
0.84,-0.001271566,0.01396667
0.85,-0.0001589457,0.01413333
0.86,0.0006357829,0.0143
0.87,0.0002384186,0.01446667
0.88,-0.0003178914,0.01463333
0.89,-7.947286E-05,0.0148
0.9,0.0006357829,0.01493333
0.91,0.0004768372,0.0151
0.92,-7.947286E-05,0.01526667
0.93,0.0003973643,0.01546667
0.94,0.001271566,0.01566667
0.95,0.001192093,0.0158
0.96,0.0002384186,0.01596667
0.97,0.0003973643,0.01613333
0.98,0.001271566,0.0163
0.99,0.001430511,0.01643333
1,0.0003973643,0.01663333
1.01,-0.0003178914,0.01676667
1.02,-7.947286E-05,0.01693333
1.03,7.947286E-05,0.01713333
1.04,-0.0007152557,0.01733333
1.05,-0.001351039,0.01746667
1.06,-0.0009536743,0.01763333
1.07,7.947286E-05,0.0178
1.08,0.0003973643,0.01796667
1.09,7.947286E-05,0.01813333
1.1,-0.0003178914,0.0183
1.11,-0.0003178914,0.01843333
1.12,-0.0007152557,0.01863333
1.13,-0.00111262,0.01883333
1.14,-0.0009536743,0.01896667
1.15,-0.0001589457,0.01913333
1.16,-7.947286E-05,0.01926667
1.17,-0.0007152557,0.01943333
1.18,-0.00111262,0.01963333
1.19,-0.0008742015,0.01976667
1.2,-0.00055631,0.01993333
1.21,-0.0001589457,0.0201
1.22,0.0006357829,0.02026667
1.23,0.001430511,0.02043333
1.24,0.001589457,0.0206
1.25,0.001033147,0.02076667
1.26,0.0004768372,0.02096667
1.27,0.0003973643,0.0211
1.28,0.0006357829,0.02123333
1.29,0.0008742015,0.0214
1.3,0.0006357829,0.0216
1.31,0.0003973643,0.0218
1.32,0.0006357829,0.02193333
1.33,0.0007947286,0.0221
1.34,0.0003973643,0.0223
1.35,0.0006357829,0.02246667
1.36,0.001827876,0.02263333
1.37,0.002384186,0.0228
