Time,Force,Stroke
0,0.001986821,0
0.01,0.001192093,0
0.02,-7.947286E-05,3.333333E-05
0.03,-0.0003178914,3.333333E-05
0.04,0.0008742015,0.0001
0.05,0.001827876,0.0001666667
0.06,0.00166893,0.0004333333
0.07,0.001271566,0.0007666667
0.08,0.00166893,0.0011
0.09,0.001986821,0.001333333
0.1,0.001271566,0.0015
0.11,0.0004768372,0.0017
0.12,0.0008742015,0.0019
0.13,0.001589457,0.0021
0.14,0.001430511,0.002266667
0.15,0.001033147,0.002433333
0.16,0.001271566,0.0026
0.17,0.002145767,0.002766667
0.18,0.002543132,0.002933333
0.19,0.002384186,0.0031
0.2,0.002145767,0.003266667
0.21,0.00222524,0.003433333
0.22,0.002543132,0.0036
0.23,0.002384186,0.003766667
0.24,0.002145767,0.003966667
0.25,0.00222524,0.0041
0.26,0.00278155,0.004266667
0.27,0.003019969,0.004433333
0.28,0.003178914,0.0046
0.29,0.003417333,0.004766667
0.3,0.00333786,0.004933333
0.31,0.00222524,0.0051
0.32,0.0008742015,0.0053
0.33,0.0006357829,0.005466667
0.34,0.001192093,0.005633333
0.35,0.00166893,0.005766667
0.36,0.001827876,0.005966667
0.37,0.001986821,0.006133333
0.38,0.00222524,0.0063
0.39,0.00278155,0.006433333
0.4,0.00278155,0.006633333
0.41,0.001986821,0.006766667
0.42,0.001192093,0.006933333
0.43,0.001192093,0.007066667
0.44,0.001271566,0.007233333
0.45,0.001033147,0.0074
0.46,0.0008742015,0.007633334
0.47,0.001033147,0.007766667
0.48,0.001430511,0.007933334
0.49,0.001271566,0.0081
0.5,0.0008742015,0.008266667
0.51,0.001033147,0.008433334
0.52,0.001589457,0.0086
0.53,0.001986821,0.0088
0.54,0.001430511,0.008966667
0.55,0.0007947286,0.009133333
0.56,0.0003973643,0.009266667
0.57,0.0003973643,0.009466667
0.58,0.0007947286,0.0096
0.59,0.001430511,0.009766667
0.6,0.002145767,0.0099
0.61,0.001827876,0.0101
0.62,0.0007947286,0.01026667
0.63,-7.947286E-05,0.01043333
0.64,-7.947286E-05,0.0106
0.65,7.947286E-05,0.01076667
0.66,-7.947286E-05,0.01093333
0.67,-7.947286E-05,0.0111
0.68,0.0004768372,0.01126667
0.69,0.0007947286,0.01143333
0.7,0.0008742015,0.01163333
0.71,0.001192093,0.01176667
0.72,0.00166893,0.01193333
0.73,0.001827876,0.0121
0.74,0.001430511,0.01226667
0.75,0.001033147,0.01243333
0.76,0.001430511,0.0126
0.77,0.002145767,0.01276667
0.78,0.002384186,0.01296667
0.79,0.00222524,0.01313333
0.8,0.001986821,0.0133
0.81,0.00166893,0.0135
0.82,0.00166893,0.01363333
0.83,0.001589457,0.0138
0.84,0.001271566,0.01396667
0.85,0.001271566,0.01413333
0.86,0.001271566,0.0143
0.87,0.0008742015,0.01446667
0.88,-0.0001589457,0.01463333
0.89,-0.0008742015,0.0148
0.9,-0.0003178914,0.01496667
0.91,0.0006357829,0.01513333
0.92,0.001192093,0.0153
0.93,0.001589457,0.01546667
0.94,0.001986821,0.0156
0.95,0.001986821,0.0158
0.96,0.001827876,0.01596667
0.97,0.002145767,0.01613333
0.98,0.002940496,0.01626667
0.99,0.002622604,0.01643333
1,0.001192093,0.0166
1.01,7.947286E-05,0.0168
1.02,0.0006357829,0.01696667
1.03,0.00222524,0.01713333
1.04,0.003019969,0.0173
1.05,0.002543132,0.01746667
1.06,0.00222524,0.01763333
1.07,0.002940496,0.0178
1.08,0.003019969,0.01796667
1.09,0.00222524,0.01813333
1.1,0.0008742015,0.01826667
1.11,-7.947286E-05,0.01843333
1.12,-7.947286E-05,0.0186
1.13,0.0003973643,0.01873333
1.14,0.0007947286,0.01893333
1.15,0.001430511,0.0191
1.16,0.00166893,0.01926667
1.17,0.001033147,0.0194
1.18,0.0002384186,0.0196
1.19,0.0003973643,0.0198
1.2,0.001192093,0.01996667
1.21,0.001589457,0.02013333
1.22,0.001271566,0.0203
1.23,0.001589457,0.02046667
1.24,0.00222524,0.02063333
1.25,0.001986821,0.0208
1.26,0.0007947286,0.02093333
1.27,-7.947286E-05,0.02106667
1.28,0.0006357829,0.02123333
1.29,0.00166893,0.02143333
1.3,0.001827876,0.02163333
1.31,0.001430511,0.0218
1.32,0.001192093,0.02196667
1.33,0.001271566,0.02213333
1.34,0.001827876,0.02226667
1.35,0.001986821,0.02243333
1.36,0.001986821,0.02263333
1.37,0.00166893,0.02276667
1.38,0.001430511,0.02296667
1.39,0.001192093,0.0231
1.4,0.0007947286,0.02326667
1.41,0.0006357829,0.02343333
1.42,0.0004768372,0.0236
1.43,0.0003973643,0.02376667
1.44,0.0007947286,0.02393333
1.45,0.00166893,0.0241
1.46,0.001827876,0.0243
1.47,0.001271566,0.02443333
1.48,0.001033147,0.0246
1.49,0.001271566,0.02476667
