Time,Force,Stroke
0,-0.0007152557,0
0.01,0.0007947286,0
0.02,0.00166893,0
0.03,0.001430511,3.333333E-05
0.04,0.0007947286,0.0001
0.05,0.0006357829,0.0001666667
0.06,0.001192093,0.0003333333
0.07,0.00166893,0.0006333333
0.08,0.001589457,0.0009333334
0.09,0.001192093,0.0012
0.1,0.0008742015,0.001466667
0.11,0.0006357829,0.001666667
0.12,0.0002384186,0.001833333
0.13,7.947286E-05,0.002
0.14,0.0004768372,0.0022
0.15,0.0006357829,0.002366667
0.16,7.947286E-05,0.002566667
0.17,-0.0001589457,0.002733333
0.18,7.947286E-05,0.0029
0.19,7.947286E-05,0.003066667
0.2,-0.0008742015,0.003233333
0.21,-0.002066294,0.0034
0.22,-0.002066294,0.003533333
0.23,-0.00111262,0.0037
0.24,-0.0007152557,0.003866667
0.25,-0.00111262,0.004
0.26,-0.001271566,0.004166667
0.27,-0.0001589457,0.004366667
0.28,0.0006357829,0.004533333
0.29,0.0003973643,0.0047
0.3,-0.0003178914,0.004866667
0.31,-0.0001589457,0.005066667
0.32,0.0002384186,0.005233333
0.33,0.0003973643,0.0054
0.34,0.0006357829,0.005566667
0.35,0.0007947286,0.005766667
0.36,0.0003973643,0.0059
0.37,-0.00111262,0.006066667
0.38,-0.002622604,0.006233334
0.39,-0.002622604,0.006433333
0.4,-0.0009536743,0.0066
0.41,0.0002384186,0.006766667
0.42,0.0002384186,0.006933333
0.43,-0.0001589457,0.0071
0.44,-0.0004768372,0.007233333
0.45,-0.0004768372,0.007433333
0.46,-0.0008742015,0.0076
0.47,-0.0009536743,0.007766667
0.48,-0.00055631,0.007933334
0.49,-0.0004768372,0.0081
0.5,-0.00055631,0.008266667
0.51,-0.0004768372,0.0084
0.52,7.947286E-05,0.008533333
0.53,-7.947286E-05,0.008733333
0.54,-0.0004768372,0.0089
0.55,-0.00055631,0.0091
0.56,-0.0003178914,0.0093
0.57,-0.00055631,0.009433334
0.58,-0.0008742015,0.009566667
0.59,-0.0003178914,0.009733333
0.6,0.0004768372,0.009933334
0.61,0.0007947286,0.01006667
0.62,0.0006357829,0.01023333
0.63,0.0008742015,0.0104
0.64,0.001430511,0.01056667
0.65,0.001430511,0.01076667
0.66,0.0002384186,0.01093333
0.67,-0.0009536743,0.01113333
0.68,-0.0009536743,0.0113
0.69,-0.0004768372,0.01143333
0.7,-0.00055631,0.0116
0.71,-0.0009536743,0.01176667
0.72,-0.0001589457,0.0119
0.73,0.001033147,0.01206667
0.74,0.001271566,0.01223333
0.75,0.0002384186,0.01243333
0.76,-0.0008742015,0.01263333
0.77,-0.0009536743,0.0128
0.78,-0.0007152557,0.01293333
0.79,-0.00111262,0.0131
0.8,-0.001748403,0.01326667
0.81,-0.001509984,0.0134
0.82,-0.0004768372,0.01353333
0.83,-0.0001589457,0.01373333
0.84,-0.00055631,0.01393333
0.85,-0.0003178914,0.01406667
0.86,0.001192093,0.01426667
0.87,0.00222524,0.01443333
0.88,0.001986821,0.0146
0.89,0.0008742015,0.01473333
0.9,0.0003973643,0.01493333
